direction_id,route_id,service_id,shape_id,trip_headsign,trip_id,trip_short_name
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305164,無料連絡バス164
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305165,無料連絡バス165
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305166,無料連絡バス166
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305167,無料連絡バス167
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305168,無料連絡バス168
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305169,無料連絡バス169
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305170,無料連絡バス170
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305171,無料連絡バス171
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305172,無料連絡バス172
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305173,無料連絡バス173
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305174,無料連絡バス174
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305175,無料連絡バス175
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305176,無料連絡バス176
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305177,無料連絡バス177
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305178,無料連絡バス178
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305179,無料連絡バス179
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305180,無料連絡バス180
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305181,無料連絡バス181
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305182,無料連絡バス182
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305183,無料連絡バス183
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305184,無料連絡バス184
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305185,無料連絡バス185
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305186,無料連絡バス186
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305187,無料連絡バス187
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305188,無料連絡バス188
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305189,無料連絡バス189
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305190,無料連絡バス190
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305191,無料連絡バス191
